T,N,mean_interactive.1,mean_interactive.2,mean_interactive.3,mean_interactive.4,mean_interactive.5,bias_interactive.1,bias_interactive.2,bias_interactive.3,bias_interactive.4,bias_interactive.5,sde_interactive.1,sde_interactive.2,sde_interactive.3,sde_interactive.4,sde_interactive.5,ci_l_interactive.1,ci_l_interactive.2,ci_l_interactive.3,ci_l_interactive.4,ci_l_interactive.5,ci_u_interactive.1,ci_u_interactive.2,ci_u_interactive.3,ci_u_interactive.4,ci_u_interactive.5,rmse_interactive.1,rmse_interactive.2,rmse_interactive.3,rmse_interactive.4,rmse_interactive.5,mean_within.1,mean_within.2,mean_within.3,mean_within.4,mean_within.5,bias_within.1,bias_within.2,bias_within.3,bias_within.4,bias_within.5,sde_within.1,sde_within.2,sde_within.3,sde_within.4,sde_within.5,ci_l_within.1,ci_l_within.2,ci_l_within.3,ci_l_within.4,ci_l_within.5,ci_u_within.1,ci_u_within.2,ci_u_within.3,ci_u_within.4,ci_u_within.5,rmse_within.1,rmse_within.2,rmse_within.3,rmse_within.4,rmse_within.5
30,40,0.9757934774187578,3.02883038134497,4.971627256740159,2.044620143704398,4.052398690607241,0.02420652258124223,0.009610127114989986,0.005674548651968259,0.02231007185219891,0.013099672651810224,,,,,,,,,,,,,,,,0.02420652258124223,0.028830381344969958,0.028372743259841293,0.04462014370439782,0.052398690607240894,1.4164273665787082,3.4238036821015525,4.285119685874308,,,0.41642736657870816,0.14126789403385084,0.14297606282513833,,,0.0500657832695982,0.0479467112921507,0.0928748300256817,,,1.3183002345125077,3.329829854791797,4.103088363953693,,,1.5145544986449087,3.517777509411308,4.467151007794924,,,0.41642736657870816,0.4238036821015525,0.7148803141256916,,
40,40,1.080492890556933,3.042085506168153,4.931202345507017,2.0024698464087205,4.009986399462976,0.0804928905569331,0.014028502056050959,0.013759530898596672,0.0012349232043602498,0.0024965998657440203,,,,,,,,,,,,,,,,0.0804928905569331,0.042085506168152875,0.06879765449298336,0.0024698464087204997,0.009986399462976081,1.4255694822818474,3.366558500648302,3.3318313828907584,,,0.42556948228184743,0.12218616688276729,0.3336337234218483,,,0.0417909009641686,0.0420899404955239,0.068309887390689,,,1.3436608215105967,3.2840637331656413,3.197946463817021,,,1.5074781430530981,3.4490532681309625,3.4657163019644956,,,0.42556948228184743,0.36655850064830187,1.6681686171092416,,
50,40,1.0369237552583792,3.111990015248862,4.825746915636274,1.9817012897496484,3.952619896658321,0.03692375525837921,0.03733000508295407,0.034850616872745196,0.009149355125175784,0.011845025835419798,,,,,,,,,,,,,,,,0.03692375525837921,0.1119900152488622,0.174253084363726,0.01829871025035157,0.04738010334167919,1.3756732415988318,3.421463304381545,4.889730417613825,,,0.37567324159883175,0.14048776812718167,0.022053916477234915,,,0.0373490545482401,0.0373773772811601,0.0580259302484861,,,1.3024704398276592,3.3482049910739056,4.776001684157359,,,1.4488760433700043,3.4947216176891844,5.003459151070292,,,0.37567324159883175,0.421463304381545,0.11026958238617457,,
60,40,1.0290264932250983,2.998378994272517,4.953529696548923,2.0037920011898938,3.978429705355344,0.029026493225098315,0.0005403352424943423,0.009294060690215388,0.0018960005949468783,0.0053925736611639685,,,,,,,,,,,,,,,,0.029026493225098315,0.001621005727483027,0.046470303451076944,0.0037920011898937567,0.021570294644655874,1.395846301648806,3.355575720702965,4.800708530186024,,,0.3958463016488061,0.11852524023432161,0.039858293962795166,,,0.0339006390611723,0.0336174871938452,0.047844481703747,,,1.3294022700360166,3.2896866565522918,4.706935069187694,,,1.4622903332615955,3.421464784853638,4.894481991184354,,,0.3958463016488061,0.35557572070296484,0.19929146981397583,,
70,40,1.0876496689853423,3.0390917273151645,4.874603217986168,2.027115528858812,4.001445729129943,0.08764966898534232,0.013030575771721509,0.025079356402766352,0.013557764429406038,0.00036143228248564085,,,,,,,,,,,,,,,,0.08764966898534232,0.039091727315164526,0.12539678201383175,0.027115528858812077,0.0014457291299425634,1.4154775428616608,3.4268491429288908,4.901689222108459,,,0.41547754286166083,0.1422830476429636,0.019662155578308214,,,0.0311897656233838,0.0301339651826308,0.044099919096886,,,1.354346725553583,3.3677876564595506,4.815254968957432,,,1.4766083601697386,3.485910629398231,4.988123475259486,,,0.41547754286166083,0.42684914292889076,0.09831077789154108,,
80,40,1.096952596016652,3.0368028186563825,4.780185912928309,2.0121697583138767,3.9261403627459135,0.09695259601665196,0.012267606218794155,0.04396281741433814,0.006084879156938339,0.018464909313521627,,,,,,,,,,,,,,,,0.09695259601665196,0.03680281865638246,0.2198140870716907,0.012169758313876677,0.07385963725408651,1.398969603611928,3.3705337154856823,4.550640193577244,,,0.3989696036119279,0.12351123849522742,0.08987196128455129,,,0.029880537831882,0.0302609781212624,0.0443346291645802,,,1.3404048256227525,3.3112232882310533,4.463745917146727,,,1.4575343816011033,3.4298441427403112,4.63753447000776,,,0.3989696036119279,0.37053371548568226,0.4493598064227564,,
90,40,0.9823408692534245,3.021054493983976,4.923152523886549,1.981732932732428,4.0109453114443445,0.017659130746575546,0.007018164661325284,0.015369495222690155,0.009133533633785995,0.0027363278610861297,,,,,,,,,,,,,,,,0.017659130746575546,0.021054493983975853,0.07684747611345077,0.01826706726757199,0.010945311444344519,1.3994235846937868,3.418286921019116,4.302520537624693,,,0.3994235846937868,0.1394289736730386,0.13949589247506147,,,0.0273494171607992,0.0278964495030601,0.0426377576348405,,,1.3458197120604587,3.3636108846965778,4.218952068278858,,,1.453027457327115,3.472962957341654,4.386089006970527,,,0.3994235846937868,0.4182869210191158,0.6974794623753073,,
100,40,0.9741720642009516,2.9724678149111177,5.056341177278453,1.980919911878156,4.046361094510683,0.025827935799048407,0.009177395029627444,0.011268235455690601,0.009540044060922015,0.011590273627670733,,,,,,,,,,,,,,,,0.025827935799048407,0.027532185088882333,0.056341177278453,0.01908008812184403,0.04636109451068293,1.3739142906052817,3.388233709580075,4.2992442533836375,,,0.3739142906052817,0.12941123652669173,0.1401511493232725,,,0.0266850398633299,0.026440198759296,0.0473644652511971,,,1.3216125735471393,3.3364118722677745,4.206411607344292,,,1.426216007663424,3.440055546892376,4.392076899422983,,,0.3739142906052817,0.3882337095800752,0.7007557466163625,,
10,50,1.4740547203603227,3.401309751356713,4.390640669329521,1.6490714399302762,3.1595923843979064,0.4740547203603227,0.1337699171189044,0.1218718661340958,0.17546428003486192,0.2101019039005234,,,,,,,,,,,,,,,,0.4740547203603227,0.4013097513567132,0.609359330670479,0.35092856006972384,0.8404076156020936,1.4839738933510191,3.4568613437741487,3.5996102208292022,,,0.48397389335101915,0.1522871145913829,0.28007795583415956,,,0.0784661442230907,0.0750337382960293,0.1006984428740298,,,1.3301830766680358,3.3097979190885276,3.4022448994968397,,,1.6377647100340025,3.6039247684597697,3.7969755421615647,,,0.48397389335101915,0.45686134377414866,1.4003897791707978,,
20,50,1.283702331511459,3.2094040199317115,4.047571750232119,1.859438253563482,3.9804281525076384,0.28370233151145907,0.06980133997723718,0.19048564995357625,0.07028087321825904,0.004892961873090407,,,,,,,,,,,,,,,,0.28370233151145907,0.20940401993171154,0.9524282497678813,0.1405617464365181,0.019571847492361627,1.4291880884395862,3.420518461112138,6.6641551239221055,,,0.4291880884395862,0.14017282037071274,0.3328310247844211,,,0.0558419246002199,0.0533401775381635,0.1021708916936186,,,1.319739927395754,3.3159736342083654,6.46390385593427,,,1.5386362494834185,3.525063288015911,6.864406391909941,,,0.4291880884395862,0.4205184611121382,1.6641551239221055,,
30,50,1.0435196839374634,2.947340368917419,5.030760714201958,2.0396255456490917,4.0152671920026695,0.043519683937463416,0.017553210360860366,0.006152142840391584,0.019812772824545855,0.003816798000667365,,,,,,,,,,,,,,,,0.043519683937463416,0.05265963108258109,0.030760714201957917,0.03962554564909171,0.01526719200266946,1.3749528977983951,3.317438545107636,3.441804050173197,,,0.37495289779839513,0.10581284836921201,0.3116391899653606,,,0.0454081223621495,0.0463594328866047,0.0659751136462796,,,1.2859546133629942,3.226575726306189,3.312495203550552,,,1.463951182233796,3.408301363909083,3.571112896795842,,,0.37495289779839513,0.317438545107636,1.558195949826803,,
40,50,1.0902916957637234,3.040882028809889,4.878649476950711,1.965263582231096,3.946413941774974,0.09029169576372342,0.013627342936629669,0.02427010460985777,0.017368208884452008,0.013396514556256456,,,,,,,,,,,,,,,,0.09029169576372342,0.040882028809889004,0.12135052304928884,0.034736417768904015,0.05358605822502582,1.4431819551369518,3.362754595533171,3.050293707715188,,,0.4431819551369518,0.120918198511057,0.38994125845696237,,,0.0379922293126327,0.0376748538329754,0.054544382049811,,,1.3687185539918048,3.2889132388977282,2.9433886833385654,,,1.5176453562820988,3.436595952168614,3.157198732091811,,,0.4431819551369518,0.362754595533171,1.9497062922848118,,
50,50,0.9515757984794893,3.0121162577024787,5.074425657452071,2.056544902301608,3.904101499630957,0.048424201520510746,0.004038752567492902,0.014885131490414238,0.0282724511508039,0.023974625092260782,,,,,,,,,,,,,,,,0.048424201520510746,0.012116257702478705,0.07442565745207119,0.0565449023016078,0.09589850036904313,1.336707976508976,3.39552110470981,5.348265178683159,,,0.336707976508976,0.1318403682366034,0.06965303573663188,,,0.0348276542248625,0.0345586809750562,0.0499472558008213,,,1.2684470285622313,3.3277873346454903,5.250370356186941,,,1.4049689244557206,3.46325487477413,5.446160001179378,,,0.336707976508976,0.39552110470981017,0.3482651786831594,,
60,50,1.015485403327015,2.9836740588916237,4.959351527048307,1.9776214544496236,4.005060389962222,0.01548540332701509,0.005441980369458754,0.008129694590338587,0.01118927277518822,0.001265097490555478,,,,,,,,,,,,,,,,0.01548540332701509,0.016325941108376263,0.04064847295169294,0.02237854555037644,0.005060389962221912,1.4057404101446855,3.405049224963392,3.721264495874359,,,0.40574041014468554,0.13501640832113063,0.2557471008251282,,,0.0302747040695789,0.0301955745770885,0.0444808107383936,,,1.3464030805257028,3.3458669862998054,3.6340837088239653,,,1.4650777397636683,3.4642314636269784,3.808445282924753,,,0.40574041014468554,0.4050492249633919,1.278735504125641,,
70,50,1.0517046526575888,3.007796035854368,4.893459123160604,1.978565346777125,4.003598544360075,0.051704652657588834,0.002598678618122611,0.02130817536787912,0.010717326611437539,0.0008996360900186406,,,,,,,,,,,,,,,,0.051704652657588834,0.007796035854367833,0.10654087683939562,0.021434653222875077,0.0035985443600745626,1.4240342932279584,3.40148986988388,3.871146110177409,,,0.4240342932279584,0.13382995662795993,0.22577077796451822,,,0.0271144923825858,0.0275669858571143,0.0414508308830369,,,1.3708908646990046,3.3474595704416106,3.789903974517396,,,1.4771777217569122,3.455520169326149,3.952388245837422,,,0.4240342932279584,0.4014898698838798,1.128853889822591,,
80,50,1.066959607603411,3.046303228963727,4.853667916775751,2.0219611338905734,4.046366286499158,0.06695960760341091,0.01543440965457569,0.02926641664484979,0.010980566945286707,0.01159157162478941,,,,,,,,,,,,,,,,0.06695960760341091,0.04630322896372707,0.14633208322424895,0.021961133890573414,0.04636628649915764,1.3981093021171156,3.440292083865912,5.077414766675352,,,0.3981093021171156,0.14676402795530397,0.015482953335070349,,,0.0250014747844213,0.0255448529425935,0.0398451211789768,,,1.3491073119792636,3.390225092108057,4.999319764204923,,,1.4471112922549676,3.490359075623767,5.15550976914578,,,0.3981093021171156,0.4402920838659119,0.07741476667535174,,
90,50,1.0309408332971932,3.035845876667848,4.876971175651381,1.9893219539048328,4.064606552900531,0.030940833297193215,0.011948625555949407,0.024605764869723858,0.005339023047583602,0.01615163822513277,,,,,,,,,,,,,,,,0.030940833297193215,0.03584587666784822,0.12302882434861928,0.010678046095167204,0.06460655290053108,1.3866054635189229,3.408996941602636,4.264669615951333,,,0.3866054635189229,0.13633231386754532,0.14706607680973338,,,0.0240138205736658,0.0246328352660307,0.0381540991702127,,,1.339539240063331,3.3607174716441075,4.189888955715147,,,1.4336716869745147,3.4572764115611645,4.339450276187519,,,0.3866054635189229,0.408996941602636,0.7353303840486669,,
100,50,1.0198501000842743,2.990852290239393,4.993358508981415,2.0405484147947512,4.025669786296577,0.019850100084274347,0.003049236586869064,0.0013282982037170043,0.02027420739737562,0.0064174465741442255,,,,,,,,,,,,,,,,0.019850100084274347,0.009147709760607192,0.006641491018585022,0.04054841479475124,0.025669786296576902,1.4357141653150085,3.409767290815153,4.381461732357598,,,0.4357141653150085,0.13658909693838428,0.12370765352848032,,,0.0234015061050446,0.0232539743680579,0.0373626316483701,,,1.389848056165127,3.364190338556342,4.308232319959156,,,1.48158027446489,3.455344243073964,4.45469114475604,,,0.4357141653150085,0.40976729081515284,0.6185382676424016,,
10,60,1.0611303569128323,3.0808838460632435,4.867614868866166,1.9898203863019943,4.084760808419314,0.06113035691283231,0.026961282021081168,0.026477026226766752,0.0050898068490028425,0.02119020210482847,,,,,,,,,,,,,,,,0.06113035691283231,0.0808838460632435,0.13238513113383377,0.010179613698005685,0.08476080841931388,1.436188924633849,3.4524062390145147,1.8553870143136288,,,0.43618892463384906,0.1508020796715049,0.6289225971372743,,,0.0715474933074569,0.0693007143603641,0.0931036802154556,,,1.295958414567113,3.3165793347653034,1.6729071542632015,,,1.576419434700585,3.588233143263726,2.037866874364056,,,0.43618892463384906,0.4524062390145147,3.144612985686371,,
20,60,1.0557428908716406,3.0479338998714787,4.985670393091786,2.009718235889632,3.918342882608341,0.05574289087164064,0.015977966623826223,0.0028659213816428775,0.004859117944816083,0.020414279347914732,,,,,,,,,,,,,,,,0.05574289087164064,0.04793389987147867,0.014329606908214387,0.009718235889632165,0.08165711739165893,1.3869912571857812,3.375176549399294,4.007183324973889,,,0.3869912571857812,0.1250588497997646,0.1985633350052222,,,0.0488693335014515,0.0486687678146773,0.0720799438197609,,,1.2912091235744596,3.279787517310584,3.8659092310794874,,,1.4827733907971028,3.4705655814880036,4.148457418868291,,,0.3869912571857812,0.3751765493992938,0.9928166750261109,,
30,60,0.9389551054746992,3.016149777374892,4.994274214860474,1.9992380531185827,3.9658261340229193,0.06104489452530082,0.0053832591249639945,0.0011451570279051638,0.0003809734407086429,0.00854346649427018,,,,,,,,,,,,,,,,0.06104489452530082,0.016149777374891983,0.005725785139525819,0.0007619468814172858,0.03417386597708072,1.3616235148884583,3.439209126618847,3.714577496035411,,,0.36162351488845834,0.1464030422062823,0.2570845007929178,,,0.0387996568985852,0.0395993490466959,0.0550068010147632,,,1.2855775847547204,3.3615958286760925,3.606766147141714,,,1.4376694450221963,3.5168224245616013,3.8223888449291086,,,0.36162351488845834,0.4392091266188469,1.2854225039645888,,
40,60,1.0250108593550376,2.934792289171761,5.003368813784646,1.979906831067345,3.9783901709592655,0.02501085935503755,0.021735903609412983,0.000673762756929186,0.010046584466327446,0.005402457260183624,,,,,,,,,,,,,,,,0.02501085935503755,0.06520771082823895,0.00336881378464593,0.020093168932654892,0.021609829040734496,1.410463170387494,3.3449435409557378,4.577432970247387,,,0.4104631703874939,0.11498118031857925,0.08451340595052255,,,0.0335678364663281,0.0328525512427234,0.049866008921039,,,1.3446714198745606,3.2805537237197435,4.479697388709398,,,1.4762549209004272,3.409333358191732,4.675168551785377,,,0.4104631703874939,0.34494354095573776,0.42256702975261273,,
50,60,1.022037699013404,3.025597354587819,4.989058671062747,1.9579427164131136,3.984817799868759,0.02203769901340391,0.008532451529272992,0.0021882657874506607,0.021028641793443215,0.003795550032810291,,,,,,,,,,,,,,,,0.02203769901340391,0.025597354587818977,0.010941328937253303,0.04205728358688643,0.015182200131241164,1.371004657221783,3.374463931312381,4.281161197228188,,,0.3710046572217831,0.12482131043746032,0.1437677605543623,,,0.029376367343575,0.0295325520483797,0.0436470512815483,,,1.3134280352317576,3.316581192926002,4.195614548684981,,,1.4285812792118087,3.43234666969876,4.366707845771396,,,0.3710046572217831,0.374463931312381,0.7188388027718116,,
60,60,0.9603155087498167,3.0497148071322937,5.01484970670405,2.027295346737995,3.979848200700372,0.03968449125018325,0.016571602377431233,0.0029699413408099673,0.013647673368997415,0.005037949824907018,,,,,,,,,,,,,,,,0.03968449125018325,0.049714807132293704,0.014849706704049837,0.02729534673799483,0.02015179929962807,1.3311409599148318,3.4003858222133267,5.345907114425479,,,0.33114095991483183,0.1334619407377756,0.06918142288509585,,,0.0283373978042315,0.02838478835486,0.0481110629277513,,,1.2756006808029536,3.3447526593290093,5.251611163829146,,,1.38668123902671,3.456018985097644,5.440203065021812,,,0.33114095991483183,0.40038582221332675,0.3459071144254793,,
70,60,0.9958372810150182,2.978384690388891,4.990422305546407,2.043623892824113,4.017988774867623,0.0041627189849817725,0.007205103203702971,0.0019155388907185155,0.021811946412056527,0.004497193716905823,,,,,,,,,,,,,,,,0.0041627189849817725,0.021615309611108913,0.009577694453592578,0.04362389282411305,0.01798877486762329,1.3971898880672011,3.371384573086636,4.775127133703044,,,0.3971898880672011,0.12379485769554528,0.04497457325939127,,,0.0257982685901201,0.0259249923225464,0.0411778525187262,,,1.3466262107670748,3.3205725218349675,4.6944200258056386,,,1.4477535653673275,3.422196624338304,4.855834241600449,,,0.3971898880672011,0.37138457308663586,0.22487286629695635,,
80,60,1.0239474310577994,2.9716738283092314,5.006312901803049,2.0323133959006703,4.018470740808527,0.023947431057799395,0.009442057230256188,0.0012625803606098884,0.01615669795033514,0.004617685202131794,,,,,,,,,,,,,,,,0.023947431057799395,0.028326171690768565,0.006312901803049442,0.03231339590067028,0.018470740808527175,1.4326997422152945,3.380548696293177,5.034314514685057,,,0.4326997422152945,0.126849565431059,0.006862902937011484,,,0.023865666559911,0.0241076926235657,0.0364170550699711,,,1.385923895290827,3.333298487000626,4.962938398324902,,,1.479475589139762,3.427798905585728,5.105690631045213,,,0.4326997422152945,0.380548696293177,0.03431451468505742,,
90,60,1.006890790200459,2.9893004333901785,4.999635866240133,2.011452327112956,3.961821092947353,0.006890790200458907,0.00356652220327384,7.28267519734871e-05,0.005726163556478037,0.00954472676316176,,,,,,,,,,,,,,,,0.006890790200458907,0.01069956660982152,0.00036413375986743546,0.011452327112956073,0.03817890705264704,1.410823809824427,3.404607746333705,4.30606345037861,,,0.410823809824427,0.13486924877790166,0.138787309924278,,,0.0223726937524108,0.0226946528450987,0.0340631921009559,,,1.3669741358325576,3.360127044115672,4.239300820662267,,,1.4546734838162965,3.449088448551738,4.372826080094953,,,0.410823809824427,0.404607746333705,0.6939365496213901,,
100,60,0.9926578026446192,3.0349719804089914,4.957561429038455,1.9945520544148323,4.0129225575067125,0.007342197355380775,0.011657326802997137,0.00848771419230907,0.002723972792583851,0.0032306393766781127,,,,,,,,,,,,,,,,0.007342197355380775,0.03497198040899141,0.04243857096154535,0.005447945585167702,0.012922557506712451,1.4012095596215035,3.4506381884987345,4.840863059956474,,,0.4012095596215035,0.15021272949957817,0.031827388008705174,,,0.0208884360444864,0.0210010995389916,0.0304706754537167,,,1.3602689772809418,3.40947678976657,4.781141633482581,,,1.4421501419620653,3.491799587230899,4.900584486430367,,,0.4012095596215035,0.4506381884987345,0.15913694004352585,,
10,70,1.382280444639711,3.382792331383869,-2.4674628172904045,0.3376892378290632,3.632847333821681,0.382280444639711,0.127597443794623,1.493492563458081,0.8311553810854684,0.09178816654457977,,,,,,,,,,,,,,,,0.382280444639711,0.38279233138386903,7.4674628172904045,1.6623107621709368,0.3671526661783191,1.359317448052406,3.359573933830388,1.9663452469212148,,,0.35931744805240595,0.1198579779434626,0.6067309506157571,,,0.0662986301077245,0.0668139522019108,0.0872536762745014,,,1.229374520816923,3.2286209938498622,1.795331183904475,,,1.4892603752878888,3.4905268738109134,2.1373593099379544,,,0.35931744805240595,0.3595739338303878,3.0336547530787854,,
20,70,0.9875636132894806,3.201319277789515,4.737935086044804,2.0570281786179403,3.971884843665989,0.012436386710519387,0.0671064259298384,0.05241298279103912,0.028514089308970147,0.0070287890835027955,,,,,,,,,,,,,,,,0.012436386710519387,0.2013192777895152,0.2620649139551956,0.057028178617940295,0.028115156334011182,1.316343806050188,3.4886116216328,4.728523180076687,,,0.31634380605018797,0.16287054054426667,0.054295363984662615,,,0.0434680684358398,0.0443095816610562,0.0637134878593788,,,1.2311479574384196,3.4017664374070935,4.603647038542874,,,1.4015396546619563,3.5754568058585066,4.8533993216105,,,0.31634380605018797,0.48861162163280003,0.2714768199233131,,
30,70,1.047694304256007,3.0028204408433448,5.00721704460464,1.9911899865139369,4.012195111596624,0.04769430425600696,0.0009401469477815875,0.0014434089209279578,0.00440500674303157,0.003048777899155919,,,,,,,,,,,,,,,,0.04769430425600696,0.0028204408433447625,0.0072170446046397885,0.00881001348606314,0.012195111596623676,1.4282106267344288,3.394962879120785,5.068136967237157,,,0.4282106267344288,0.1316542930402617,0.013627393447431402,,,0.0386277945833234,0.0383431704066015,0.0598730908994187,,,1.3525015405489036,3.319811646070764,4.950787865431203,,,1.503919712919954,3.470114112170806,5.185486069043111,,,0.4282106267344288,0.3949628791207851,0.06813696723715701,,
40,70,1.01081514606721,3.018756616654002,4.992581870122132,1.990296096120494,4.077128665650848,0.010815146067209902,0.006252205551333952,0.0014836259755735882,0.004851951939752963,0.019282166412712076,,,,,,,,,,,,,,,,0.010815146067209902,0.018756616654001856,0.0074181298778679405,0.009703903879505926,0.0771286656508483,1.3957474165440584,3.402460332740487,3.27825457600414,,,0.39574741654405843,0.13415344424682907,0.34434908479917203,,,0.0317420660341985,0.0319208647801816,0.0414075701291099,,,1.3335341103221372,3.339896587415958,3.197097229863768,,,1.4579607227659797,3.4650240780650163,3.359411922144512,,,0.39574741654405843,0.4024603327404872,1.72174542399586,,
50,70,1.0272903588869011,3.1307594713517157,4.727255308765547,2.017588933664361,3.998681613610808,0.027290358886901123,0.04358649045057191,0.054548938246890624,0.008794466832180436,0.0003295965972980319,,,,,,,,,,,,,,,,0.027290358886901123,0.13075947135171573,0.2727446912344531,0.017588933664360873,0.0013183863891921277,1.3449085673404877,3.4434217290180067,3.68904047653855,,,0.3449085673404877,0.14780724300600223,0.26219190469229003,,,0.0277599944575713,0.028259998130641,0.0418657675884018,,,1.2904999779926165,3.388033150478781,3.606985079880158,,,1.3993171566883589,3.4988103075572323,3.7710958731969417,,,0.3449085673404877,0.4434217290180067,1.3109595234614502,,
60,70,1.00935158951272,3.0199622409569606,4.990947219900155,1.9628449213758683,3.96585887084816,0.009351589512720082,0.006654080318986881,0.0018105560199689562,0.01857753931206585,0.008535282287959967,,,,,,,,,,,,,,,,0.009351589512720082,0.019962240956960642,0.009052780099844782,0.0371550786241317,0.034141129151839866,1.4111539343165247,3.402729337106046,3.3774680693909187,,,0.4111539343165247,0.13424311236868203,0.32450638612181626,,,0.0251150797400476,0.0254666057736561,0.0380748585382301,,,1.3619292825571798,3.3528157069812003,3.3028427179395305,,,1.4603785860758696,3.452642967230892,3.452093420842307,,,0.4111539343165247,0.4027293371060461,1.6225319306090813,,
